"accession","title","organism","genus","species","taxon_id","sex","tissue_type","length_aa","has_patent","isoform_info","all_7_TM_helices","TM1","TM2","TM3","TM4","TM5","TM6","TM7","phylo_info_1","phylo_info_2","phylo_info_3","phylo_info_4","phylo_info_5","phylo_info_6","phylo_info_7","phylo_info_8","phylo_info_9","phylo_info_10","phylo_info_11","phylo_info_12","phylo_info_13","phylo_info_14","phylo_lineage","phylo_info_15","phylo_info_16","phylo_info_17","phylo_info_18"
"KAL3553257","Alpha 2 adrenergic receptor [Mugilogobius chulae].","Mugilogobius chulae","Mugilogobius","chulae","88201",NA,NA,424,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Gobiaria","Gobiiformes","Gobioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Gobiaria; Gobiiformes; Gobioidei; Gobiidae","Gobiidae",NA,NA,NA
"XP_069528476","alpha-2 adrenergic receptor [Semicossyphus pulcher].","Semicossyphus pulcher","Semicossyphus","pulcher","241346","female","fin",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_069579011","alpha-2 adrenergic receptor [Brachyistius frenatus].","Brachyistius frenatus","Brachyistius","frenatus","100188","male","liver",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_069375173","alpha-2 adrenergic receptor [Paralichthys olivaceus].","Paralichthys olivaceus","Paralichthys","olivaceus","8255","female","muscle",434,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Pleuronectiformes","Pleuronectoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Pleuronectiformes; Pleuronectoidei",NA,NA,NA,NA
"XP_069026050","alpha-2 adrenergic receptor [Embiotoca jacksoni].","Embiotoca jacksoni","Embiotoca","jacksoni","100190",NA,"liver",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_068569963","alpha-2 adrenergic receptor [Cebidichthys violaceus].","Cebidichthys violaceus","Cebidichthys","violaceus","271503",NA,"fin",432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Zoarcales","Zoarcales",NA,NA,NA
"XP_068443993","alpha-2 adrenergic receptor [Clinocottus analis].","Clinocottus analis","Clinocottus","analis","304258",NA,"fin",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Cottales","Cottales",NA,NA,NA
"XP_067436378","alpha-2 adrenergic receptor [Thunnus thynnus].","Thunnus thynnus","Thunnus","thynnus","8237",NA,NA,453,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_067381393","alpha-2 adrenergic receptor [Channa argus].","Channa argus","Channa","argus","215402","male","muscle",461,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Anabantaria","Anabantiformes","Channoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Anabantaria; Anabantiformes; Channoidei",NA,NA,NA,NA
"XP_034300100","alpha-2 adrenergic receptor [Magallana gigas].","Magallana gigas","Magallana","gigas","29159",NA,NA,460,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Spiralia","Lophotrochozoa","Mollusca","Bivalvia","Autobranchia","Pteriomorphia","Ostreida","Ostreoidea","Ostreidae",NA,NA,NA,"Eukaryota; Metazoa; Spiralia; Lophotrochozoa; Mollusca; Bivalvia; Autobranchia; Pteriomorphia; Ostreida; Ostreoidea; Ostreidae",NA,NA,NA,NA
"XP_063320994","alpha-2 adrenergic receptor [Pelmatolapia mariae].","Pelmatolapia mariae","Pelmatolapia","mariae","158779","female","heart",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Cichlomorphae","Cichliformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Cichlomorphae; Cichliformes; Cichlidae; African cichlids; Pseudocrenilabrinae; Pelmatolapiini","Cichlidae","African cichlids","Pseudocrenilabrinae","Pelmatolapiini"
"XP_063757264","alpha-2 adrenergic receptor [Eleginops maclovinus].","Eleginops maclovinus","Eleginops","maclovinus","56733",NA,"blood",432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Notothenioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Notothenioidei",NA,NA,NA,NA
"KAK5613912","Alpha-2 adrenergic receptor [Crenichthys baileyi].","Crenichthys baileyi","Crenichthys","baileyi","28760","male","muscle",440,"no","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Atherinomorphae","Cyprinodontiformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Atherinomorphae; Cyprinodontiformes",NA,NA,NA,NA
"XP_062300974","alpha-2 adrenergic receptor [Scomber scombrus].","Scomber scombrus","Scomber","scombrus","13677",NA,NA,432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_062239961","alpha-2 adrenergic receptor [Platichthys flesus].","Platichthys flesus","Platichthys","flesus","8260",NA,NA,434,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Pleuronectiformes","Pleuronectoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Pleuronectiformes; Pleuronectoidei",NA,NA,NA,NA
"XP_060922455","alpha-2 adrenergic receptor [Limanda limanda].","Limanda limanda","Limanda","limanda","27771",NA,NA,434,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Pleuronectiformes","Pleuronectoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Pleuronectiformes; Pleuronectoidei",NA,NA,NA,NA
"XP_059211117","alpha-2 adrenergic receptor [Centropristis striata].","Centropristis striata","Centropristis","striata","184440",NA,"muscle, liver",434,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Serranoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Serranoidei; Serranidae","Serranidae",NA,NA,NA
"CAJ1086232","alpha-2 adrenergic receptor [Xyrichtys novacula].","Xyrichtys novacula","Xyrichtys","novacula","13765",NA,NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"GLD53723","alpha-2 adrenergic receptor [Lates japonicus].","Lates japonicus","Lates","japonicus","270547",NA,NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Carangaria incertae sedis",NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Carangaria incertae sedis",NA,NA,NA,NA
"KAK0150468","Alpha-2 adrenergic receptor [Merluccius polli].","Merluccius polli","Merluccius","polli","89951","female","fin",481,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Zeiogadaria","Gadariae","Gadiformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Zeiogadaria; Gadariae; Gadiformes; Gadoidei","Gadoidei",NA,NA,NA
"XP_056298891","alpha-2 adrenergic receptor [Pseudoliparis swirei].","Pseudoliparis swirei","Pseudoliparis","swirei","2059687",NA,"muscle",431,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei; Cottales","Cottales",NA,NA,NA
"XP_056225317","alpha-2 adrenergic receptor [Seriola aureovittata].","Seriola aureovittata","Seriola","aureovittata","2871759","pooled male and female","brain, pituitary, liver, muscle",452,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_054880381","alpha-2 adrenergic receptor [Poeciliopsis prolifica].","Poeciliopsis prolifica","Poeciliopsis","prolifica","188132","male","whole body",430,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Atherinomorphae","Cyprinodontiformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Atherinomorphae; Cyprinodontiformes",NA,NA,NA,NA
"XP_023139126","alpha-2 adrenergic receptor [Amphiprion ocellaris].","Amphiprion ocellaris","Amphiprion","ocellaris","80972","male","brain",479,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"KAJ8039736","Alpha-2 adrenergic receptor [Holothuria leucospilota].","Holothuria leucospilota","Holothuria","leucospilota","206669",NA,"muscle",409,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Echinodermata","Eleutherozoa","Echinozoa","Holothuroidea","Aspidochirotacea","Aspidochirotida","Holothuriidae",NA,NA,NA,NA,NA,"Eukaryota; Metazoa; Echinodermata; Eleutherozoa; Echinozoa; Holothuroidea; Aspidochirotacea; Aspidochirotida; Holothuriidae",NA,NA,NA,NA
"XP_054457782","alpha-2 adrenergic receptor [Anoplopoma fimbria].","Anoplopoma fimbria","Anoplopoma","fimbria","229290",NA,"heart, liver, spleen",432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei",NA,NA,NA,NA
"XP_053272387","alpha-2 adrenergic receptor [Pleuronectes platessa].","Pleuronectes platessa","Pleuronectes","platessa","8262",NA,NA,436,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Pleuronectiformes","Pleuronectoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Pleuronectiformes; Pleuronectoidei",NA,NA,NA,NA
"XP_022066408","alpha-2 adrenergic receptor [Acanthochromis polyacanthus].","Acanthochromis polyacanthus","Acanthochromis","polyacanthus","80966",NA,NA,433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_051514210","alpha-2 adrenergic receptor [Myxocyprinus asiaticus].","Myxocyprinus asiaticus","Myxocyprinus","asiaticus","70543",NA,NA,403,"no","no","no",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Ostariophysi",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Ostariophysi",NA,NA,NA,NA
"KAI9543423","Alpha-2 adrenergic receptor [Dissostichus eleginoides].","Dissostichus eleginoides","Dissostichus","eleginoides","100907","female","Visceral tissue (spleen, kidney and liver)",432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Notothenioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Notothenioidei",NA,NA,NA,NA
"XP_047434207","alpha-2 adrenergic receptor [Mugil cephalus].","Mugil cephalus","Mugil","cephalus","48193",NA,"muscle",430,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_035004307","alpha-2 adrenergic receptor [Hippoglossus stenolepis].","Hippoglossus stenolepis","Hippoglossus","stenolepis","195615","female","fin",434,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Carangaria","Pleuronectiformes","Pleuronectoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Carangaria; Pleuronectiformes; Pleuronectoidei",NA,NA,NA,NA
"XP_045920997","alpha-2 adrenergic receptor [Micropterus dolomieu].","Micropterus dolomieu","Micropterus","dolomieu","147949",NA,"fin",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Centrarchiformes","Centrarchoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Centrarchiformes; Centrarchoidei",NA,NA,NA,NA
"XP_046237154","alpha-2 adrenergic receptor [Scatophagus argus].","Scatophagus argus","Scatophagus","argus","75038",NA,"muscle",462,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_044039497","alpha-2 adrenergic receptor [Siniperca chuatsi].","Siniperca chuatsi","Siniperca","chuatsi","119488","female","tail fins",428,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Centrarchiformes","Centrarchoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Centrarchiformes; Centrarchoidei",NA,NA,NA,NA
"XP_042368505","alpha-2 adrenergic receptor [Plectropomus leopardus].","Plectropomus leopardus","Plectropomus","leopardus","160734",NA,"muscle",429,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Serranoidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Serranoidei; Serranidae","Serranidae",NA,NA,NA
"KAG8004078","Alpha-2 adrenergic receptor [Nibea albiflora].","Nibea albiflora","Nibea","albiflora","240163","female","muscle",423,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_029831528","alpha-2 adrenergic receptor [Ixodes scapularis].","Ixodes scapularis","Ixodes","scapularis","6945","female","whole tick",521,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Ecdysozoa","Arthropoda","Chelicerata","Arachnida","Acari","Parasitiformes","Ixodida","Ixodoidea","Ixodidae","Ixodinae",NA,NA,"Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Acari; Parasitiformes; Ixodida; Ixodoidea; Ixodidae; Ixodinae",NA,NA,NA,NA
"XP_005939715","alpha-2 adrenergic receptor [Haplochromis burtoni].","Haplochromis burtoni","Haplochromis","burtoni","8153","female","blood",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Cichlomorphae","Cichliformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Cichlomorphae; Cichliformes; Cichlidae; African cichlids; Pseudocrenilabrinae; Haplochromini","Cichlidae","African cichlids","Pseudocrenilabrinae","Haplochromini"
"XP_041842010","alpha-2 adrenergic receptor [Melanotaenia boesemani].","Melanotaenia boesemani","Melanotaenia","boesemani","1250792",NA,"muscle",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Atherinomorphae","Atheriniformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Atherinomorphae; Atheriniformes",NA,NA,NA,NA
"XP_041821368","alpha-2 adrenergic receptor [Chelmon rostratus].","Chelmon rostratus","Chelmon","rostratus","109905",NA,"liver",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Chaetodontiformes","Chaetodontidae","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Chaetodontiformes; Chaetodontidae",NA,NA,NA,NA
"XP_040039036","alpha-2 adrenergic receptor [Gasterosteus aculeatus].","Gasterosteus aculeatus","Gasterosteus","aculeatus","69293",NA,NA,432,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Eupercaria","Perciformes","Cottioidei","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Eupercaria; Perciformes; Cottioidei",NA,NA,NA,NA
"XP_039997378","alpha-2 adrenergic receptor [Xiphias gladius].","Xiphias gladius","Xiphias","gladius","8245","male","muscle",449,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei",NA,NA,NA,NA,"Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei",NA,NA,NA,NA
"XP_031583001","alpha-2 adrenergic receptor [Oreochromis aureus].","Oreochromis aureus","Oreochromis","aureus","47969","male","muscle",433,"no","no","yes",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Eukaryota","Metazoa","Chordata","Craniata","Vertebrata","Euteleostomi","Actinopterygii","Neopterygii","Teleostei","Neoteleostei","Acanthomorphata","Ovalentaria","Cichlomorphae","Cichliformes","Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Neoteleostei; Acanthomorphata; Ovalentaria; Cichlomorphae; Cichliformes; Cichlidae; African cichlids; Pseudocrenilabrinae; Oreochromini","Cichlidae","African cichlids","Pseudocrenilabrinae","Oreochromini"
